Logan 5.1.1
rawFileName="H:\timo\research\PoweredUp\data\{None} 9326 201402051224.raw"
From=0:00.0, To=5:32.9
Date=05Feb2014
Time=12:24:59
Athlete={None}
EventDescription=
Time, Forward, Sideways, Up, Gyr1(d/s), Gyr2(d/s), Gyr3(d/s), Mag Fwd, Mag Left, Mag Up, 
2:38.99, -0.993, -0.086, 0.054, -0.688, 6.949, 2.931, -0.748, 0.168, 0.950, 
2:39.00, -0.986, -0.093, 0.054, -0.688, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.01, -0.986, -0.086, 0.054, -0.688, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.02, -0.986, -0.093, 0.047, -0.688, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.03, -0.986, -0.086, 0.047, -0.079, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.04, -0.986, -0.093, 0.047, -0.688, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.05, -0.986, -0.093, 0.047, -0.079, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.06, -0.993, -0.093, 0.047, -0.688, 7.297, 2.931, -0.748, 0.168, 0.950, 
2:39.07, -0.986, -0.093, 0.047, -0.688, 7.297, 2.565, -0.748, 0.168, 0.950, 
2:39.08, -0.986, -0.086, 0.047, -0.079, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.09, -0.986, -0.093, 0.047, -0.688, 7.297, 1.835, -0.745, 0.168, 0.950, 
2:39.10, -0.993, -0.093, 0.054, -0.688, 7.297, 1.469, -0.748, 0.168, 0.950, 
2:39.11, -0.993, -0.093, 0.054, -0.688, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.12, -0.993, -0.086, 0.054, -0.688, 7.297, 1.469, -0.748, 0.168, 0.950, 
2:39.13, -0.986, -0.093, 0.061, -0.079, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.13, -0.986, -0.093, 0.054, -0.688, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.15, -0.986, -0.093, 0.054, -0.688, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.16, -0.986, -0.086, 0.054, -1.296, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.16, -0.993, -0.086, 0.054, -0.688, 7.297, 1.835, -0.745, 0.168, 0.950, 
2:39.18, -0.986, -0.093, 0.054, -0.688, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.19, -0.993, -0.093, 0.054, -0.688, 7.297, 1.835, -0.748, 0.168, 0.950, 
2:39.19, -0.986, -0.093, 0.054, -0.688, 7.297, 1.469, -0.748, 0.165, 0.950, 
2:39.21, -0.986, -0.086, 0.047, -0.688, 7.297, 1.469, -0.748, 0.165, 0.950, 
2:39.22, -0.986, -0.093, 0.054, -0.079, 7.297, 1.469, -0.748, 0.165, 0.946, 
2:39.22, -0.986, -0.093, 0.047, -0.079, 7.297, 1.469, -0.748, 0.165, 0.946, 
2:39.24, -0.979, -0.086, 0.034, -0.688, 7.297, 1.469, -0.748, 0.165, 0.946, 
2:39.25, -0.971, -0.093, 0.034, -1.296, 7.297, 1.469, -0.745, 0.165, 0.946, 
2:39.26, -0.964, -0.093, 0.034, -1.905, 7.297, 1.835, -0.748, 0.165, 0.946, 
2:39.27, -0.964, -0.093, 0.034, -2.513, 7.297, 1.835, -0.748, 0.165, 0.950, 
2:39.28, -0.964, -0.086, 0.034, -1.296, 7.297, 1.835, -0.748, 0.165, 0.950, 
2:39.29, -0.964, -0.093, 0.034, -1.905, 7.297, 1.835, -0.748, 0.165, 0.950, 
2:39.30, -0.964, -0.093, 0.034, -1.905, 7.297, 2.565, -0.748, 0.165, 0.950, 
2:39.31, -0.964, -0.093, 0.041, -1.905, 7.297, 3.296, -0.748, 0.165, 0.950, 
2:39.32, -0.971, -0.086, 0.041, -1.296, 7.297, 3.296, -0.748, 0.165, 0.950, 
2:39.33, -0.979, -0.086, 0.041, -1.296, 7.297, 3.296, -0.748, 0.165, 0.950, 
2:39.34, -0.986, -0.093, 0.041, -1.905, 6.949, 3.296, -0.748, 0.161, 0.950, 
2:39.35, -0.979, -0.093, 0.034, -0.688, 6.949, 3.296, -0.748, 0.161, 0.950, 
2:39.36, -0.979, -0.093, 0.034, -0.688, 6.949, 3.296, -0.748, 0.161, 0.950, 
2:39.37, -0.979, -0.093, 0.041, -0.688, 6.949, 3.296, -0.748, 0.161, 0.950, 
2:39.38, -0.979, -0.093, 0.034, -0.688, 6.949, 3.296, -0.748, 0.161, 0.950, 
2:39.38, -0.971, -0.093, 0.034, -0.688, 6.949, 3.296, -0.748, 0.161, 0.950, 
2:39.40, -0.971, -0.093, 0.034, -0.688, 7.297, 3.296, -0.748, 0.161, 0.950, 
2:39.41, -0.957, -0.093, 0.034, -1.296, 7.297, 3.296, -0.748, 0.161, 0.950, 
2:39.41, -0.964, -0.086, 0.034, -0.688, 7.297, 3.296, -0.748, 0.161, 0.950, 
2:39.43, -0.964, -0.093, 0.034, -0.688, 7.297, 3.296, -0.748, 0.158, 0.950, 
2:39.44, -0.964, -0.093, 0.034, -2.513, 7.297, 4.027, -0.748, 0.158, 0.950, 
2:39.44, -0.964, -0.093, 0.041, -2.513, 7.297, 4.758, -0.748, 0.158, 0.950, 
2:39.46, -0.964, -0.093, 0.041, -2.513, 7.297, 4.758, -0.745, 0.158, 0.953, 
2:39.47, -0.964, -0.086, 0.041, -1.905, 7.297, 4.758, -0.745, 0.158, 0.953, 
2:39.47, -0.964, -0.086, 0.041, -2.513, 7.297, 4.758, -0.745, 0.158, 0.953, 
2:39.49, -0.971, -0.086, 0.034, -1.905, 7.297, 4.758, -0.745, 0.158, 0.950, 
2:39.50, -0.979, -0.093, 0.034, -2.513, 7.297, 4.758, -0.745, 0.158, 0.953, 
2:39.51, -0.986, -0.086, 0.034, -2.513, 7.297, 4.758, -0.745, 0.158, 0.950, 
2:39.52, -0.986, -0.093, 0.027, -1.296, 7.297, 4.393, -0.745, 0.158, 0.950, 
2:39.53, -0.986, -0.093, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.54, -0.986, -0.093, 0.034, -1.296, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.55, -0.993, -0.093, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.56, -0.986, -0.086, 0.034, -0.079, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.57, -0.986, -0.086, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.58, -0.993, -0.093, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.950, 
2:39.59, -0.986, -0.093, 0.034, -0.688, 7.297, 4.758, -0.745, 0.155, 0.950, 
2:39.60, -0.986, -0.086, 0.034, -0.688, 7.297, 4.758, -0.745, 0.155, 0.950, 
2:39.61, -0.986, -0.086, 0.034, -0.688, 7.297, 4.758, -0.745, 0.155, 0.953, 
2:39.62, -0.986, -0.086, 0.034, -0.688, 7.297, 4.758, -0.748, 0.155, 0.953, 
2:39.63, -0.986, -0.093, 0.034, -1.296, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.63, -0.986, -0.093, 0.034, -1.296, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.65, -0.986, -0.086, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.66, -0.986, -0.093, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.953, 
2:39.66, -0.986, -0.086, 0.034, -0.688, 7.297, 4.393, -0.745, 0.155, 0.950, 
2:39.68, -0.993, -0.093, 0.034, -0.688, 7.297, 4.393, -0.748, 0.155, 0.950, 
2:39.69, -0.986, -0.093, 0.034, -0.688, 7.644, 4.027, -0.745, 0.155, 0.953, 
2:39.69, -0.986, -0.086, 0.034, -0.688, 7.992, 3.296, -0.745, 0.155, 0.953, 
2:39.71, -0.986, -0.093, 0.034, -0.079, 8.340, 3.296, -0.745, 0.155, 0.950, 
2:39.72, -0.986, -0.086, 0.034, -0.688, 8.340, 2.931, -0.748, 0.155, 0.950, 
2:39.72, -0.986, -0.093, 0.034, -1.296, 8.340, 3.296, -0.748, 0.155, 0.950, 
2:39.74, -0.993, -0.093, 0.034, -1.905, 8.340, 2.931, -0.748, 0.155, 0.950, 
2:39.75, -0.986, -0.093, 0.034, -1.296, 8.340, 3.296, -0.745, 0.155, 0.950, 
2:39.76, -0.986, -0.086, 0.034, -0.688, 8.340, 2.931, -0.748, 0.155, 0.950, 
2:39.77, -0.986, -0.093, 0.027, -0.688, 8.340, 3.296, -0.748, 0.155, 0.950, 
2:39.78, -0.986, -0.086, 0.034, -0.079, 8.340, 2.931, -0.748, 0.155, 0.953, 
2:39.79, -0.986, -0.086, 0.034, -0.688, 8.340, 2.931, -0.748, 0.155, 0.953, 
2:39.80, -0.986, -0.093, 0.034, -0.688, 8.340, 2.931, -0.748, 0.155, 0.953, 
2:39.81, -0.986, -0.086, 0.034, -0.079, 8.340, 2.931, -0.748, 0.155, 0.953, 
2:39.82, -0.993, -0.093, 0.034, -0.688, 8.340, 2.931, -0.748, 0.155, 0.953, 
2:39.83, -0.986, -0.086, 0.034, -0.079, 7.992, 2.931, -0.748, 0.155, 0.953, 
2:39.84, -0.986, -0.093, 0.034, -0.688, 7.297, 2.931, -0.748, 0.155, 0.953, 
2:39.85, -0.993, -0.093, 0.034, -0.079, 6.949, 2.931, -0.748, 0.155, 0.953, 
2:39.86, -0.986, -0.093, 0.034, -0.079, 6.949, 2.931, -0.748, 0.155, 0.953, 
2:39.87, -0.986, -0.093, 0.034, -0.688, 7.297, 2.931, -0.748, 0.155, 0.953, 
2:39.88, -0.979, -0.086, 0.027, -0.079, 6.949, 2.931, -0.748, 0.155, 0.953, 
2:39.88, -0.971, -0.086, 0.034, -0.079, 6.949, 2.931, -0.748, 0.155, 0.953, 
2:39.90, -0.971, -0.093, 0.027, -0.079, 7.297, 2.931, -0.748, 0.152, 0.953, 
2:39.91, -0.971, -0.093, 0.034, -0.079, 6.949, 3.296, -0.748, 0.152, 0.953, 
2:39.91, -0.971, -0.093, 0.034, -0.688, 6.949, 3.296, -0.748, 0.152, 0.953, 
2:39.93, -0.964, -0.093, 0.034, -0.079, 7.297, 3.296, -0.748, 0.152, 0.953, 
2:39.94, -0.964, -0.093, 0.027, -0.079, 7.297, 3.296, -0.748, 0.152, 0.953, 
2:39.94, -0.964, -0.093, 0.034, -0.079, 7.297, 4.027, -0.748, 0.152, 0.953, 
2:39.96, -0.964, -0.093, 0.034, -0.079, 7.297, 4.393, -0.748, 0.152, 0.953, 
2:39.97, -0.971, -0.093, 0.027, -0.688, 7.297, 4.393, -0.745, 0.152, 0.953, 
2:39.97, -0.979, -0.093, 0.034, -0.688, 7.297, 4.393, -0.748, 0.152, 0.953, 
2:39.99, -0.986, -0.093, 0.034, -0.688, 7.297, 4.393, -0.745, 0.152, 0.953, 
2:40.00, -0.986, -0.086, 0.034, -0.079, 7.297, 4.393, -0.745, 0.152, 0.953, 
2:40.01, -0.986, -0.093, 0.034, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.02, -0.986, -0.093, 0.034, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.03, -0.986, -0.086, 0.034, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.04, -0.986, -0.093, 0.034, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.05, -0.986, -0.086, 0.034, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.06, -0.986, -0.086, 0.034, -0.079, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.07, -0.986, -0.086, 0.034, -0.688, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.08, -0.986, -0.086, 0.034, -0.079, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.09, -0.993, -0.093, 0.034, -0.079, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.10, -0.986, -0.086, 0.034, -0.688, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.11, -0.993, -0.086, 0.034, -0.079, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.12, -0.986, -0.093, 0.034, -1.296, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.13, -0.986, -0.093, 0.027, -1.296, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.13, -0.986, -0.093, 0.027, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.15, -0.986, -0.093, 0.027, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.16, -0.993, -0.093, 0.034, -0.079, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.16, -0.986, -0.093, 0.034, -0.688, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.18, -0.979, -0.086, 0.034, -1.296, 7.297, 2.931, -0.745, 0.152, 0.953, 
2:40.19, -0.971, -0.093, 0.027, -0.688, 7.297, 3.296, -0.745, 0.152, 0.953, 
2:40.19, -0.971, -0.093, 0.027, -0.688, 7.297, 3.296, -0.745, 0.149, 0.953, 
2:40.21, -0.971, -0.093, 0.034, -0.688, 7.644, 3.296, -0.745, 0.149, 0.953, 
2:40.22, -0.971, -0.093, 0.034, -0.688, 8.340, 3.296, -0.745, 0.149, 0.956, 
2:40.22, -0.971, -0.086, 0.027, -0.688, 8.340, 3.296, -0.745, 0.149, 0.953, 
2:40.24, -0.971, -0.093, 0.034, -1.296, 8.340, 3.296, -0.745, 0.149, 0.953, 
2:40.25, -0.979, -0.093, 0.034, -1.905, 8.687, 3.296, -0.745, 0.149, 0.953, 
2:40.26, -0.986, -0.093, 0.034, -2.513, 8.340, 2.931, -0.745, 0.149, 0.956, 
2:40.27, -0.986, -0.086, 0.034, -1.905, 8.340, 2.931, -0.745, 0.149, 0.956, 
2:40.28, -0.986, -0.086, 0.034, -2.513, 8.340, 2.931, -0.745, 0.149, 0.956, 
2:40.29, -0.986, -0.093, 0.034, -2.513, 8.340, 2.931, -0.745, 0.149, 0.956, 
2:40.30, -0.986, -0.093, 0.027, -2.513, 8.340, 2.931, -0.748, 0.149, 0.956, 
2:40.31, -0.986, -0.086, 0.034, -2.513, 8.340, 2.931, -0.748, 0.149, 0.956, 
2:40.32, -0.986, -0.093, 0.027, -3.122, 8.340, 2.931, -0.748, 0.149, 0.956, 
2:40.33, -0.986, -0.086, 0.034, -3.122, 8.340, 2.931, -0.748, 0.149, 0.956, 
2:40.34, -0.986, -0.086, 0.027, -1.905, 8.340, 2.931, -0.748, 0.149, 0.956, 
2:40.35, -0.986, -0.093, 0.034, -1.296, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.36, -0.979, -0.086, 0.034, -1.296, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.37, -0.979, -0.093, 0.027, -1.296, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.38, -0.971, -0.086, 0.034, -1.296, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.38, -0.971, -0.093, 0.034, -0.688, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.40, -0.971, -0.086, 0.034, -1.905, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.41, -0.971, -0.093, 0.034, -0.688, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.41, -0.964, -0.086, 0.034, -0.688, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.43, -0.964, -0.086, 0.034, -0.688, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.44, -0.964, -0.093, 0.034, -0.688, 8.340, 3.296, -0.748, 0.149, 0.956, 
2:40.44, -0.964, -0.093, 0.034, -1.296, 8.340, 3.296, -0.748, 0.149, 0.953, 
2:40.46, -0.964, -0.086, 0.034, -1.296, 8.340, 3.296, -0.748, 0.149, 0.953, 
2:40.47, -0.964, -0.093, 0.034, -0.688, 8.340, 3.296, -0.748, 0.149, 0.953, 
2:40.47, -0.964, -0.093, 0.034, -0.688, 8.687, 3.296, -0.748, 0.149, 0.953, 
2:40.49, -0.964, -0.086, 0.034, -0.688, 8.340, 3.662, -0.748, 0.149, 0.953, 
2:40.50, -0.964, -0.086, 0.034, -0.688, 8.340, 4.393, -0.748, 0.149, 0.953, 
2:40.51, -0.971, -0.086, 0.034, -0.688, 8.340, 4.758, -0.748, 0.149, 0.953, 
2:40.52, -0.971, -0.086, 0.034, -0.688, 8.340, 4.758, -0.748, 0.149, 0.953, 
2:40.53, -0.971, -0.086, 0.034, -0.079, 8.340, 4.758, -0.748, 0.149, 0.953, 
2:40.54, -0.971, -0.093, 0.034, -0.688, 8.340, 4.393, -0.748, 0.149, 0.953, 
2:40.55, -0.971, -0.086, 0.034, -0.688, 8.340, 4.393, -0.748, 0.149, 0.953, 
2:40.56, -0.971, -0.086, 0.034, -0.688, 8.340, 4.393, -0.748, 0.146, 0.953, 
2:40.57, -0.971, -0.093, 0.034, -0.688, 8.340, 4.393, -0.748, 0.146, 0.953, 
2:40.58, -0.979, -0.086, 0.034, -0.079, 8.340, 4.393, -0.748, 0.146, 0.950, 
2:40.59, -0.979, -0.093, 0.034, -0.079, 8.340, 4.393, -0.748, 0.146, 0.950, 
2:40.60, -0.986, -0.093, 0.027, -0.688, 8.340, 4.393, -0.748, 0.146, 0.950, 
2:40.61, -0.986, -0.086, 0.034, -0.688, 8.340, 4.393, -0.748, 0.146, 0.950, 
2:40.62, -0.986, -0.093, 0.034, -0.079, 8.340, 4.758, -0.748, 0.146, 0.950, 
2:40.63, -0.986, -0.086, 0.034, -0.688, 8.340, 4.758, -0.748, 0.146, 0.950, 
2:40.63, -0.986, -0.093, 0.034, -0.079, 8.340, 4.758, -0.748, 0.146, 0.950, 
2:40.65, -0.986, -0.086, 0.034, -0.688, 8.340, 4.758, -0.748, 0.149, 0.950, 
2:40.66, -0.986, -0.093, 0.027, -0.688, 8.340, 4.758, -0.748, 0.149, 0.950, 
2:40.66, -0.986, -0.086, 0.034, -0.079, 8.340, 4.393, -0.748, 0.146, 0.950, 
2:40.68, -0.986, -0.093, 0.034, -0.079, 8.340, 4.758, -0.748, 0.146, 0.950, 
2:40.69, -0.986, -0.086, 0.027, -0.079, 8.340, 4.758, -0.748, 0.149, 0.950, 
2:40.69, -0.986, -0.086, 0.034, -0.688, 8.340, 4.393, -0.748, 0.149, 0.950, 
2:40.71, -0.986, -0.093, 0.034, -0.688, 8.340, 4.393, -0.748, 0.149, 0.950, 
2:40.72, -0.986, -0.093, 0.027, -0.079, 7.992, 4.393, -0.748, 0.149, 0.950, 
2:40.72, -0.986, -0.093, 0.027, -0.688, 6.949, 4.393, -0.748, 0.149, 0.950, 
2:40.74, -0.986, -0.093, 0.034, -0.079, 6.949, 4.393, -0.748, 0.146, 0.950, 
2:40.75, -0.986, -0.093, 0.027, -0.688, 6.949, 4.393, -0.748, 0.149, 0.950, 
2:40.76, -0.986, -0.086, 0.034, -0.688, 6.949, 4.393, -0.748, 0.149, 0.950, 
2:40.77, -0.986, -0.093, 0.034, -0.079, 7.297, 4.393, -0.748, 0.149, 0.950, 
2:40.78, -0.993, -0.086, 0.034, -0.688, 7.297, 4.393, -0.748, 0.149, 0.950, 
2:40.79, -0.986, -0.086, 0.034, -0.079, 7.297, 4.393, -0.748, 0.149, 0.950, 
2:40.80, -0.993, -0.093, 0.034, -0.688, 7.297, 4.393, -0.748, 0.149, 0.950, 
2:40.81, -0.993, -0.086, 0.034, -0.079, 6.949, 3.662, -0.748, 0.149, 0.950, 
2:40.82, -0.986, -0.086, 0.034, -0.079, 6.949, 3.662, -0.748, 0.149, 0.950, 
2:40.83, -0.986, -0.093, 0.034, -0.688, 6.949, 3.662, -0.748, 0.149, 0.950, 
2:40.84, -0.986, -0.093, 0.034, -0.079, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.85, -0.993, -0.093, 0.034, -0.079, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.86, -0.986, -0.093, 0.034, -0.688, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.87, -0.986, -0.093, 0.034, -0.079, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.88, -0.986, -0.093, 0.034, -0.079, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.88, -0.986, -0.093, 0.034, -0.688, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.90, -0.986, -0.093, 0.034, -0.688, 7.297, 3.662, -0.748, 0.149, 0.950, 
2:40.91, -0.986, -0.093, 0.034, -0.688, 7.297, 3.296, -0.748, 0.149, 0.953, 
2:40.91, -0.986, -0.086, 0.034, -0.079, 7.297, 2.931, -0.748, 0.149, 0.953, 
2:40.93, -0.986, -0.093, 0.034, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:40.94, -0.986, -0.093, 0.034, -0.079, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:40.94, -0.986, -0.093, 0.034, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:40.96, -0.986, -0.093, 0.034, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:40.97, -0.986, -0.086, 0.034, -0.079, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:40.97, -0.986, -0.093, 0.041, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:40.99, -0.993, -0.093, 0.041, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:41.00, -0.993, -0.093, 0.047, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:41.01, -0.986, -0.093, 0.054, -0.688, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:41.02, -0.986, -0.093, 0.061, -0.079, 7.644, 3.296, -0.748, 0.149, 0.953, 
2:41.03, -0.986, -0.093, 0.054, -0.688, 7.992, 2.931, -0.748, 0.149, 0.953, 
2:41.04, -0.971, -0.093, 0.061, -0.688, 8.687, 2.931, -0.748, 0.149, 0.953, 
2:41.05, -0.957, -0.086, 0.054, -0.688, 8.687, 2.565, -0.748, 0.149, 0.953, 
2:41.06, -0.964, -0.093, 0.054, -0.688, 8.687, 2.200, -0.748, 0.149, 0.953, 
2:41.07, -0.957, -0.093, 0.041, -0.688, 8.687, 3.296, -0.748, 0.149, 0.950, 
2:41.08, -0.957, -0.093, 0.034, -0.688, 8.687, 3.662, -0.748, 0.149, 0.950, 
2:41.09, -0.957, -0.093, 0.027, -0.688, 8.687, 4.758, -0.748, 0.149, 0.950, 
2:41.10, -0.957, -0.086, 0.027, -1.296, 8.687, 6.220, -0.748, 0.149, 0.950, 
2:41.11, -0.957, -0.093, 0.027, -1.296, 8.687, 7.316, -0.748, 0.149, 0.950, 
2:41.12, -0.964, -0.086, 0.034, -1.296, 8.687, 7.682, -0.748, 0.149, 0.950, 
2:41.13, -0.957, -0.093, 0.027, -1.905, 8.687, 7.682, -0.748, 0.149, 0.950, 
2:41.13, -0.986, -0.093, 0.027, -2.513, 8.687, 7.682, -0.748, 0.149, 0.950, 
2:41.15, -0.993, -0.086, 0.034, -1.905, 8.687, 7.316, -0.748, 0.149, 0.950, 
2:41.16, -0.993, -0.093, 0.027, -1.905, 8.687, 6.585, -0.748, 0.149, 0.950, 
2:41.16, -0.993, -0.093, 0.027, -0.688, 8.687, 5.124, -0.748, 0.149, 0.950, 
2:41.18, -0.993, -0.093, 0.027, -0.688, 8.687, 4.027, -0.748, 0.149, 0.950, 
2:41.19, -0.986, -0.093, 0.034, -0.688, 8.687, 2.200, -0.748, 0.149, 0.950, 
2:41.19, -0.993, -0.093, 0.034, -0.079, 8.687, 1.469, -0.748, 0.149, 0.950, 
2:41.21, -0.993, -0.093, 0.054, -0.079, 8.687, 1.104, -0.748, 0.149, 0.950, 
2:41.22, -0.986, -0.093, 0.054, -0.079, 8.687, 1.104, -0.748, 0.149, 0.950, 
2:41.22, -0.993, -0.086, 0.054, -0.688, 8.340, 1.104, -0.748, 0.149, 0.950, 
2:41.24, -0.986, -0.086, 0.061, -0.688, 8.340, 1.835, -0.748, 0.152, 0.946, 
2:41.25, -0.993, -0.093, 0.061, -0.079, 8.340, 2.565, -0.748, 0.152, 0.946, 
2:41.26, -0.993, -0.093, 0.061, -0.079, 8.340, 3.296, -0.748, 0.152, 0.946, 
2:41.27, -0.993, -0.086, 0.054, -0.688, 8.340, 3.662, -0.748, 0.152, 0.946, 
2:41.28, -0.993, -0.086, 0.054, -0.079, 8.340, 4.758, -0.748, 0.152, 0.946, 
2:41.29, -0.993, -0.086, 0.054, -0.688, 8.340, 4.758, -0.748, 0.152, 0.946, 
2:41.30, -0.986, -0.086, 0.054, -0.079, 7.992, 4.393, -0.748, 0.152, 0.946, 
2:41.31, -0.986, -0.086, 0.054, -0.688, 7.644, 4.393, -0.748, 0.152, 0.946, 
2:41.32, -0.986, -0.086, 0.054, -0.079, 7.644, 3.662, -0.748, 0.152, 0.946, 
2:41.33, -0.986, -0.086, 0.054, -0.688, 7.644, 2.931, -0.748, 0.152, 0.946, 
2:41.34, -0.986, -0.093, 0.041, -0.688, 7.644, 1.835, -0.748, 0.152, 0.946, 
2:41.35, -0.986, -0.086, 0.034, -0.079, 7.644, 1.469, -0.748, 0.152, 0.946, 
2:41.36, -0.979, -0.086, 0.034, -0.688, 7.644, 1.469, -0.748, 0.152, 0.946, 
2:41.37, -0.957, -0.086, 0.027, -0.688, 7.644, 1.469, -0.748, 0.152, 0.946, 
2:41.38, -0.957, -0.086, 0.034, -0.688, 7.644, 1.835, -0.748, 0.155, 0.946, 
2:41.38, -0.957, -0.086, 0.027, -1.296, 7.644, 1.835, -0.748, 0.155, 0.946, 
2:41.40, -0.957, -0.086, 0.034, -1.905, 7.644, 1.835, -0.748, 0.155, 0.946, 
2:41.41, -0.957, -0.093, 0.034, -1.296, 7.644, 3.296, -0.748, 0.155, 0.946, 
2:41.41, -0.957, -0.093, 0.034, -0.688, 7.644, 3.296, -0.748, 0.152, 0.946, 
2:41.43, -0.964, -0.093, 0.027, -0.688, 7.644, 4.758, -0.748, 0.152, 0.946, 
2:41.44, -0.964, -0.093, 0.034, -0.688, 7.644, 4.758, -0.748, 0.152, 0.946, 
2:41.44, -0.964, -0.086, 0.034, -0.079, 7.644, 5.489, -0.748, 0.155, 0.946, 
2:41.46, -0.964, -0.086, 0.034, -0.688, 7.644, 6.220, -0.748, 0.155, 0.946, 
2:41.47, -0.964, -0.086, 0.034, -0.688, 7.644, 6.220, -0.748, 0.152, 0.946, 
2:41.47, -0.971, -0.093, 0.034, -0.688, 7.297, 5.854, -0.748, 0.152, 0.946, 
2:41.49, -0.979, -0.086, 0.034, -0.688, 6.949, 5.854, -0.748, 0.152, 0.946, 
2:41.50, -0.979, -0.086, 0.034, -0.079, 6.949, 5.854, -0.748, 0.155, 0.946, 
2:41.51, -0.986, -0.093, 0.034, -0.688, 6.949, 5.124, -0.748, 0.155, 0.946, 
2:41.52, -0.986, -0.086, 0.034, -0.688, 6.949, 4.393, -0.748, 0.155, 0.946, 
2:41.53, -0.986, -0.086, 0.034, -0.688, 6.949, 4.393, -0.748, 0.155, 0.946, 
2:41.54, -0.986, -0.093, 0.034, -0.688, 6.949, 4.758, -0.748, 0.155, 0.946, 
2:41.55, -0.986, -0.093, 0.034, -0.079, 6.949, 4.758, -0.748, 0.155, 0.943, 
2:41.56, -0.986, -0.093, 0.034, -0.688, 7.297, 4.758, -0.748, 0.155, 0.943, 
2:41.57, -0.986, -0.086, 0.034, -0.688, 7.297, 4.758, -0.748, 0.155, 0.943, 
2:41.58, -0.986, -0.093, 0.034, -0.688, 7.297, 5.854, -0.748, 0.155, 0.943, 
2:41.59, -0.979, -0.086, 0.034, -0.079, 7.297, 6.220, -0.748, 0.155, 0.943, 
